ballc	wgbstools	dmpp_dedup	dmpp_bam
mCFrac	ENCFF980QLU.dedup	mean_meth	mean_meth
0.927052	0.800595	0.803867	0.803109
0.909091	0.769759	0.763240	0.755556
0.801435	0.610577	0.604396	0.615721
0.875000	0.772455	0.781609	0.783626
0.846626	0.686747	0.697674	0.692308
0.857778	0.482301	0.446043	0.471572
0.991667	0.841667	0.677215	0.689024
0.892617	0.701695	0.689231	0.694969
0.761194	0.544379	0.488834	0.480094
0.918919	0.852679	0.868726	0.872428
0.731111	0.337963	0.347639	0.327394
0.863861	0.750000	0.738824	0.723810
0.541322	0.274590	0.306569	0.306818
0.853165	0.672131	0.672112	0.681609
0.866995	0.793103	0.797414	0.787140
0.881148	0.758333	0.752941	0.743191
0.653266	0.353247	0.372727	0.379310
0.839744	0.673203	0.682451	0.682320
0.822368	0.609121	0.574850	0.580838
0.905371	0.827763	0.823529	0.825175
0.905983	0.767857	0.715385	0.715328
